PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
657,4,2014-02-01,7,2,2014-02-15,293092,1,NULL,NULL,11,2014-02-03 07:00:00.0000000,2535,78,10,"""The Gu"" red shirt XML tag t-shirt (White) XS",10,6,84,2014-02-03,1,11,2014-02-03 07:00:00.0000000
657,4,2014-02-01,7,2,2014-02-15,293092,1,NULL,NULL,11,2014-02-03 07:00:00.0000000,2536,86,2,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2,6,96,2014-02-03,1,11,2014-02-03 07:00:00.0000000
658,7,2014-02-01,2,2,2014-02-15,BC0280982,1,NULL,NULL,11,2014-02-03 07:00:00.0000000,2537,193,3,Black and orange glass with care despatch tape 48mmx75m,3,7,38.4,2014-02-03,1,11,2014-02-03 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2538,77,903,"""The Gu"" red shirt XML tag t-shirt (White) XXS",903,6,84,2014-02-04,1,9,2014-02-04 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2539,78,1097,"""The Gu"" red shirt XML tag t-shirt (White) XS",1097,6,84,2014-02-04,1,9,2014-02-04 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2540,80,484,"""The Gu"" red shirt XML tag t-shirt (White) M",484,6,84,2014-02-04,1,9,2014-02-04 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2541,86,935,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",935,6,96,2014-02-04,1,9,2014-02-04 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2542,95,571,"""The Gu"" red shirt XML tag t-shirt (Black) XL",571,6,90,2014-02-04,1,9,2014-02-04 07:00:00.0000000
659,4,2014-02-03,7,2,2014-02-23,293092,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2543,98,1110,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1110,6,96,2014-02-04,1,9,2014-02-04 07:00:00.0000000
660,7,2014-02-03,2,2,2014-02-23,BC0280982,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2544,193,529,Black and orange glass with care despatch tape 48mmx75m,529,7,38.4,2014-02-04,1,9,2014-02-04 07:00:00.0000000
660,7,2014-02-03,2,2,2014-02-23,BC0280982,1,NULL,NULL,9,2014-02-04 07:00:00.0000000,2545,204,653,Tape dispenser (Red),653,7,170,2014-02-04,1,9,2014-02-04 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2546,77,901,"""The Gu"" red shirt XML tag t-shirt (White) XXS",901,6,84,2014-02-05,1,14,2014-02-05 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2547,78,1102,"""The Gu"" red shirt XML tag t-shirt (White) XS",1102,6,84,2014-02-05,1,14,2014-02-05 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2548,80,480,"""The Gu"" red shirt XML tag t-shirt (White) M",480,6,84,2014-02-05,1,14,2014-02-05 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2549,86,933,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",933,6,96,2014-02-05,1,14,2014-02-05 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2550,95,575,"""The Gu"" red shirt XML tag t-shirt (Black) XL",575,6,90,2014-02-05,1,14,2014-02-05 07:00:00.0000000
661,4,2014-02-04,7,2,2014-02-24,293092,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2551,98,1108,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1108,6,96,2014-02-05,1,14,2014-02-05 07:00:00.0000000
662,7,2014-02-04,2,2,2014-02-24,BC0280982,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2552,193,527,Black and orange glass with care despatch tape 48mmx75m,527,7,38.4,2014-02-05,1,14,2014-02-05 07:00:00.0000000
662,7,2014-02-04,2,2,2014-02-24,BC0280982,1,NULL,NULL,14,2014-02-05 07:00:00.0000000,2553,204,651,Tape dispenser (Red),651,7,170,2014-02-05,1,14,2014-02-05 07:00:00.0000000
663,4,2014-02-05,7,2,2014-02-25,293092,1,NULL,NULL,9,2014-02-06 07:00:00.0000000,2554,77,899,"""The Gu"" red shirt XML tag t-shirt (White) XXS",899,6,84,2014-02-06,1,9,2014-02-06 07:00:00.0000000
663,4,2014-02-05,7,2,2014-02-25,293092,1,NULL,NULL,9,2014-02-06 07:00:00.0000000,2555,78,1106,"""The Gu"" red shirt XML tag t-shirt (White) XS",1106,6,84,2014-02-06,1,9,2014-02-06 07:00:00.0000000
663,4,2014-02-05,7,2,2014-02-25,293092,1,NULL,NULL,9,2014-02-06 07:00:00.0000000,2556,80,483,"""The Gu"" red shirt XML tag t-shirt (White) M",483,6,84,2014-02-06,1,9,2014-02-06 07:00:00.0000000
663,4,2014-02-05,7,2,2014-02-25,293092,1,NULL,NULL,9,2014-02-06 07:00:00.0000000,2557,86,943,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",943,6,96,2014-02-06,1,9,2014-02-06 07:00:00.0000000
