PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7083,77,2907,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2907,6,84,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7084,78,3150,"""The Gu"" red shirt XML tag t-shirt (White) XS",3150,6,84,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7085,80,1562,"""The Gu"" red shirt XML tag t-shirt (White) M",1562,6,84,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7086,86,3109,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3109,6,96,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7087,95,1486,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1486,6,90,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1766,4,2015-12-01,7,2,2015-12-21,293092,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7088,98,3106,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3106,6,96,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1767,7,2015-12-01,2,2,2015-12-21,BC0280982,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7089,184,1341,Shipping carton (Brown) 305x305x305mm,1341,7,47.5,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1767,7,2015-12-01,2,2,2015-12-21,BC0280982,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7090,193,2343,Black and orange glass with care despatch tape 48mmx75m,2343,7,38.4,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1767,7,2015-12-01,2,2,2015-12-21,BC0280982,1,NULL,NULL,16,2015-12-02 07:00:00.0000000,7091,204,2624,Tape dispenser (Red),2624,7,170,2015-12-02,1,16,2015-12-02 07:00:00.0000000
1768,4,2015-12-02,7,2,2015-12-22,293092,1,NULL,NULL,2,2015-12-03 07:00:00.0000000,7092,77,2905,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2905,6,84,2015-12-03,1,2,2015-12-03 07:00:00.0000000
1768,4,2015-12-02,7,2,2015-12-22,293092,1,NULL,NULL,2,2015-12-03 07:00:00.0000000,7093,78,3149,"""The Gu"" red shirt XML tag t-shirt (White) XS",3149,6,84,2015-12-03,1,2,2015-12-03 07:00:00.0000000
1768,4,2015-12-02,7,2,2015-12-22,293092,1,NULL,NULL,2,2015-12-03 07:00:00.0000000,7094,80,1558,"""The Gu"" red shirt XML tag t-shirt (White) M",1558,6,84,2015-12-03,1,2,2015-12-03 07:00:00.0000000
1768,4,2015-12-02,7,2,2015-12-22,293092,1,NULL,NULL,2,2015-12-03 07:00:00.0000000,7095,86,3107,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3107,6,96,2015-12-03,1,2,2015-12-03 07:00:00.0000000
