PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4769,77,1934,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1934,6,84,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4770,78,1983,"""The Gu"" red shirt XML tag t-shirt (White) XS",1983,6,84,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4771,80,887,"""The Gu"" red shirt XML tag t-shirt (White) M",887,6,84,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4772,86,1980,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1980,6,96,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4773,95,1004,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1004,6,90,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1210,4,2015-01-01,7,2,2015-01-21,293092,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4774,98,1991,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1991,6,96,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1211,7,2015-01-01,2,2,2015-01-21,BC0280982,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4775,184,493,Shipping carton (Brown) 305x305x305mm,493,7,47.5,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1211,7,2015-01-01,2,2,2015-01-21,BC0280982,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4776,193,1348,Black and orange glass with care despatch tape 48mmx75m,1348,7,38.4,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1211,7,2015-01-01,2,2,2015-01-21,BC0280982,1,NULL,NULL,14,2015-01-02 07:00:00.0000000,4777,204,1625,Tape dispenser (Red),1625,7,170,2015-01-02,1,14,2015-01-02 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4778,77,1948,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1948,6,84,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4779,78,1981,"""The Gu"" red shirt XML tag t-shirt (White) XS",1981,6,84,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4780,80,890,"""The Gu"" red shirt XML tag t-shirt (White) M",890,6,84,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4781,86,1988,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1988,6,96,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4782,95,1000,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1000,6,90,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1212,4,2015-01-02,7,2,2015-01-22,293092,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4783,98,1989,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1989,6,96,2015-01-05,1,17,2015-01-05 07:00:00.0000000
1213,7,2015-01-02,2,2,2015-01-22,BC0280982,1,NULL,NULL,17,2015-01-05 07:00:00.0000000,4784,184,499,Shipping carton (Brown) 305x305x305mm,499,7,47.5,2015-01-05,1,17,2015-01-05 07:00:00.0000000
