PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4546,77,1861,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1861,6,84,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4547,78,1884,"""The Gu"" red shirt XML tag t-shirt (White) XS",1884,6,84,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4548,80,857,"""The Gu"" red shirt XML tag t-shirt (White) M",857,6,84,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4549,86,1821,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1821,6,96,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4550,95,981,"""The Gu"" red shirt XML tag t-shirt (Black) XL",981,6,90,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1157,4,2014-12-01,7,2,2014-12-21,293092,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4551,98,1891,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1891,6,96,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1158,7,2014-12-01,2,2,2014-12-21,BC0280982,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4552,184,435,Shipping carton (Brown) 305x305x305mm,435,7,47.5,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1158,7,2014-12-01,2,2,2014-12-21,BC0280982,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4553,193,1241,Black and orange glass with care despatch tape 48mmx75m,1241,7,38.4,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1158,7,2014-12-01,2,2,2014-12-21,BC0280982,1,NULL,NULL,14,2014-12-02 07:00:00.0000000,4554,204,1487,Tape dispenser (Red),1487,7,170,2014-12-02,1,14,2014-12-02 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4555,77,1868,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1868,6,84,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4556,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4557,80,853,"""The Gu"" red shirt XML tag t-shirt (White) M",853,6,84,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4558,86,1819,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1819,6,96,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4559,95,992,"""The Gu"" red shirt XML tag t-shirt (Black) XL",992,6,90,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1159,4,2014-12-02,7,2,2014-12-22,293092,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4560,98,1901,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1901,6,96,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1160,7,2014-12-02,2,2,2014-12-22,BC0280982,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4561,184,440,Shipping carton (Brown) 305x305x305mm,440,7,47.5,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1160,7,2014-12-02,2,2,2014-12-22,BC0280982,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4562,193,1248,Black and orange glass with care despatch tape 48mmx75m,1248,7,38.4,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1160,7,2014-12-02,2,2,2014-12-22,BC0280982,1,NULL,NULL,8,2014-12-03 07:00:00.0000000,4563,204,1489,Tape dispenser (Red),1489,7,170,2014-12-03,1,8,2014-12-03 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4564,77,1873,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1873,6,84,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4565,78,1888,"""The Gu"" red shirt XML tag t-shirt (White) XS",1888,6,84,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4566,80,860,"""The Gu"" red shirt XML tag t-shirt (White) M",860,6,84,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4567,86,1823,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1823,6,96,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4568,95,988,"""The Gu"" red shirt XML tag t-shirt (Black) XL",988,6,90,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1161,4,2014-12-03,7,2,2014-12-23,293092,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4569,98,1905,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1905,6,96,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1162,7,2014-12-03,2,2,2014-12-23,BC0280982,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4570,184,437,Shipping carton (Brown) 305x305x305mm,437,7,47.5,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1162,7,2014-12-03,2,2,2014-12-23,BC0280982,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4571,193,1253,Black and orange glass with care despatch tape 48mmx75m,1253,7,38.4,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1162,7,2014-12-03,2,2,2014-12-23,BC0280982,1,NULL,NULL,14,2014-12-04 07:00:00.0000000,4572,204,1509,Tape dispenser (Red),1509,7,170,2014-12-04,1,14,2014-12-04 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4573,77,1871,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1871,6,84,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4574,78,1886,"""The Gu"" red shirt XML tag t-shirt (White) XS",1886,6,84,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4575,80,865,"""The Gu"" red shirt XML tag t-shirt (White) M",865,6,84,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4576,86,1821,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1821,6,96,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4577,95,984,"""The Gu"" red shirt XML tag t-shirt (Black) XL",984,6,90,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1163,4,2014-12-04,7,2,2014-12-24,293092,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4578,98,1911,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1911,6,96,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1164,7,2014-12-04,2,2,2014-12-24,BC0280982,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4579,184,437,Shipping carton (Brown) 305x305x305mm,437,7,47.5,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1164,7,2014-12-04,2,2,2014-12-24,BC0280982,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4580,193,1251,Black and orange glass with care despatch tape 48mmx75m,1251,7,38.4,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1164,7,2014-12-04,2,2,2014-12-24,BC0280982,1,NULL,NULL,7,2014-12-05 07:00:00.0000000,4581,204,1507,Tape dispenser (Red),1507,7,170,2014-12-05,1,7,2014-12-05 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4582,77,1869,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1869,6,84,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4583,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4584,80,869,"""The Gu"" red shirt XML tag t-shirt (White) M",869,6,84,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4585,86,1820,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1820,6,96,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4586,95,981,"""The Gu"" red shirt XML tag t-shirt (Black) XL",981,6,90,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1165,4,2014-12-05,7,2,2014-12-25,293092,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4587,98,1917,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1917,6,96,2014-12-08,1,12,2014-12-08 07:00:00.0000000
1166,7,2014-12-05,2,2,2014-12-25,BC0280982,1,NULL,NULL,12,2014-12-08 07:00:00.0000000,4588,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,2014-12-08,1,12,2014-12-08 07:00:00.0000000
