PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7533,77,3048,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3048,6,84,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7534,78,3333,"""The Gu"" red shirt XML tag t-shirt (White) XS",3333,6,84,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7535,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7536,86,3344,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3344,6,96,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7537,95,1638,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1638,6,90,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1875,4,2016-02-01,7,2,2016-02-21,293092,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7538,98,3336,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3336,6,96,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1876,7,2016-02-01,2,2,2016-02-21,BC0280982,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7539,184,1513,Shipping carton (Brown) 305x305x305mm,1513,7,47.5,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1876,7,2016-02-01,2,2,2016-02-21,BC0280982,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7540,193,2520,Black and orange glass with care despatch tape 48mmx75m,2520,7,38.4,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1876,7,2016-02-01,2,2,2016-02-21,BC0280982,1,NULL,NULL,19,2016-02-02 07:00:00.0000000,7541,204,2778,Tape dispenser (Red),2778,7,170,2016-02-02,1,19,2016-02-02 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7542,77,3047,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3047,6,84,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7543,78,3340,"""The Gu"" red shirt XML tag t-shirt (White) XS",3340,6,84,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7544,80,1656,"""The Gu"" red shirt XML tag t-shirt (White) M",1656,6,84,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7545,86,3351,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3351,6,96,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7546,95,1634,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1634,6,90,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1877,4,2016-02-02,7,2,2016-02-22,293092,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7547,98,3334,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3334,6,96,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1878,7,2016-02-02,2,2,2016-02-22,BC0280982,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7548,184,1510,Shipping carton (Brown) 305x305x305mm,1510,7,47.5,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1878,7,2016-02-02,2,2,2016-02-22,BC0280982,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7549,193,2518,Black and orange glass with care despatch tape 48mmx75m,2518,7,38.4,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1878,7,2016-02-02,2,2,2016-02-22,BC0280982,1,NULL,NULL,7,2016-02-03 07:00:00.0000000,7550,204,2776,Tape dispenser (Red),2776,7,170,2016-02-03,1,7,2016-02-03 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7551,77,3054,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3054,6,84,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7552,78,3338,"""The Gu"" red shirt XML tag t-shirt (White) XS",3338,6,84,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7553,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7554,86,3349,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3349,6,96,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7555,95,1642,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1642,6,90,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1879,4,2016-02-03,7,2,2016-02-23,293092,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7556,98,3340,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3340,6,96,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1880,7,2016-02-03,2,2,2016-02-23,BC0280982,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7557,184,1518,Shipping carton (Brown) 305x305x305mm,1518,7,47.5,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1880,7,2016-02-03,2,2,2016-02-23,BC0280982,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7558,193,2527,Black and orange glass with care despatch tape 48mmx75m,2527,7,38.4,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1880,7,2016-02-03,2,2,2016-02-23,BC0280982,1,NULL,NULL,8,2016-02-04 07:00:00.0000000,7559,204,2774,Tape dispenser (Red),2774,7,170,2016-02-04,1,8,2016-02-04 07:00:00.0000000
1881,4,2016-02-04,7,2,2016-02-24,293092,1,NULL,NULL,17,2016-02-05 07:00:00.0000000,7560,77,3065,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3065,6,84,2016-02-05,1,17,2016-02-05 07:00:00.0000000
1881,4,2016-02-04,7,2,2016-02-24,293092,1,NULL,NULL,17,2016-02-05 07:00:00.0000000,7561,78,3336,"""The Gu"" red shirt XML tag t-shirt (White) XS",3336,6,84,2016-02-05,1,17,2016-02-05 07:00:00.0000000
1881,4,2016-02-04,7,2,2016-02-24,293092,1,NULL,NULL,17,2016-02-05 07:00:00.0000000,7562,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84,2016-02-05,1,17,2016-02-05 07:00:00.0000000
